Packet ID,Source,Destination,End-to-End Delay,Priority,Traffic Class
101,509,54,15.416666666666666,4,VoIP
102,690,398,15.5,5,Web Browsing
103,860,334,15.583333333333332,3,VoIP
104,934,390,15.666666666666666,4,Video Streaming
105,122,545,15.75,2,Web Browsing
106,394,949,15.75,2,Video Streaming
107,847,891,15.916666666666666,3,Web Browsing
108,753,396,16.0,1,Video Streaming
109,359,951,16.083333333333332,5,Video Streaming
110,672,441,16.083333333333332,1,Video Streaming
111,364,458,16.166666666666664,2,Web Browsing
112,808,65,16.166666666666664,5,Video Streaming
113,462,520,16.25,5,Web Browsing
114,464,297,16.333333333333332,5,VoIP
115,593,785,16.416666666666664,5,Video Streaming
116,912,960,16.416666666666664,2,Web Browsing
117,989,834,16.416666666666664,4,VoIP
118,399,899,16.5,1,Video Streaming
119,449,39,16.666666666666664,1,VoIP
120,471,306,16.75,3,Video Streaming
121,880,44,16.75,2,Video Streaming
122,915,211,16.833333333333332,4,Web Browsing
123,501,649,16.916666666666664,4,Video Streaming
124,948,266,16.916666666666664,1,Video Streaming
125,516,166,17.0,5,Web Browsing
126,530,324,17.0,1,Video Streaming
127,603,476,17.0,2,Web Browsing
128,662,266,17.0,3,VoIP
129,966,192,17.166666666666664,5,VoIP
130,3,940,17.333333333333332,1,VoIP
131,739,401,17.333333333333332,2,VoIP
132,780,478,17.5,5,Web Browsing
133,538,492,17.666666666666664,1,Web Browsing
134,616,155,17.75,2,VoIP
135,556,335,17.833333333333332,3,Video Streaming
136,882,473,17.833333333333332,2,Video Streaming
137,436,836,17.916666666666664,2,Video Streaming
138,507,150,17.916666666666664,4,VoIP
139,261,461,18.0,4,Video Streaming
140,721,156,18.0,4,Video Streaming
141,786,596,18.083333333333332,2,VoIP
142,878,483,18.166666666666664,1,Video Streaming
143,894,308,18.166666666666664,2,VoIP
144,293,985,18.25,1,Web Browsing
145,709,557,18.333333333333332,4,VoIP
146,892,756,18.333333333333332,3,Web Browsing
147,454,553,18.416666666666664,2,VoIP
148,887,694,18.75,4,VoIP
149,600,518,19.0,2,Video Streaming
150,167,735,19.083333333333332,3,Web Browsing
151,715,250,19.083333333333332,4,Video Streaming
152,652,425,19.25,4,Web Browsing
153,379,828,19.333333333333332,1,Web Browsing
154,590,96,19.333333333333332,2,VoIP
155,650,741,19.333333333333332,2,Web Browsing
156,518,281,19.416666666666664,3,Web Browsing
157,656,223,19.416666666666664,4,Web Browsing
158,751,262,19.416666666666664,4,Video Streaming
159,391,631,19.5,4,Video Streaming
160,490,617,19.5,3,Web Browsing
161,824,365,19.5,1,Video Streaming
162,654,649,19.583333333333332,1,Video Streaming
163,785,485,19.666666666666664,3,Web Browsing
164,508,953,19.75,1,Web Browsing
165,148,52,19.833333333333332,3,Web Browsing
166,333,916,20.0,5,VoIP
167,491,425,20.166666666666664,3,VoIP
168,591,996,20.166666666666664,1,VoIP
169,677,550,20.166666666666664,4,Web Browsing
170,666,592,20.25,1,Web Browsing
171,0,315,20.333333333333332,3,Web Browsing
172,92,844,20.416666666666664,1,VoIP
173,376,340,20.5,1,Web Browsing
174,550,222,20.5,1,Web Browsing
175,104,236,20.666666666666664,1,Web Browsing
176,905,538,20.666666666666664,1,VoIP
177,996,872,20.666666666666664,3,Web Browsing
178,109,736,20.75,5,Web Browsing
179,595,843,20.916666666666664,3,VoIP
180,48,957,21.0,1,Video Streaming
181,193,854,21.083333333333332,4,Web Browsing
182,602,259,21.25,5,VoIP
183,854,138,21.25,4,Video Streaming
184,301,168,21.416666666666664,3,VoIP
185,535,848,21.416666666666664,1,Video Streaming
186,139,195,21.5,5,Web Browsing
187,345,454,21.5,5,VoIP
188,93,803,21.583333333333332,3,Web Browsing
189,383,52,21.583333333333332,5,Video Streaming
190,52,544,21.666666666666664,5,Video Streaming
191,737,464,21.666666666666664,3,VoIP
192,387,28,21.833333333333332,5,Web Browsing
193,465,552,21.833333333333332,1,Video Streaming
194,816,308,21.833333333333332,3,Video Streaming
195,713,426,21.916666666666664,4,VoIP
196,935,430,22.0,2,Video Streaming
197,849,46,22.083333333333332,1,VoIP
198,994,63,22.25,2,VoIP
199,251,544,22.333333333333332,4,Video Streaming
200,470,20,22.333333333333332,2,Video Streaming
201,693,74,22.416666666666664,4,VoIP
202,850,511,22.416666666666664,4,Video Streaming
203,577,202,22.5,5,VoIP
204,480,78,22.583333333333332,4,Web Browsing
205,796,829,22.583333333333332,5,Video Streaming
206,126,64,22.666666666666664,3,Web Browsing
207,952,335,22.666666666666664,4,Video Streaming
208,324,131,22.833333333333332,1,VoIP
209,31,482,22.916666666666664,4,Video Streaming
210,429,222,22.916666666666664,3,Video Streaming
211,700,229,23.083333333333332,3,Video Streaming
212,83,52,23.25,1,Web Browsing
213,220,377,23.25,4,Web Browsing
214,407,87,23.416666666666664,5,Video Streaming
215,697,336,23.416666666666664,5,Video Streaming
216,902,491,23.416666666666664,5,Web Browsing
217,140,154,23.5,2,Video Streaming
218,354,892,23.5,2,VoIP
219,680,565,23.5,1,Web Browsing
220,851,898,23.75,3,Web Browsing
221,303,384,23.833333333333332,3,Video Streaming
222,804,325,24.0,5,VoIP
223,584,854,24.083333333333332,5,VoIP
224,17,993,24.166666666666664,5,VoIP
225,94,757,24.166666666666664,3,Web Browsing
226,138,921,24.333333333333332,4,VoIP
227,544,163,24.333333333333332,3,VoIP
228,273,375,24.416666666666664,2,Web Browsing
229,178,36,24.583333333333332,1,Web Browsing
230,347,550,24.666666666666664,2,Web Browsing
231,497,692,24.666666666666664,1,Video Streaming
232,612,624,24.666666666666664,3,Web Browsing
233,637,429,24.666666666666664,3,Video Streaming
234,640,481,24.666666666666664,4,Video Streaming
235,98,885,24.75,4,VoIP
236,547,55,24.75,2,VoIP
237,156,579,24.833333333333332,1,VoIP
238,356,567,24.833333333333332,4,Web Browsing
239,271,906,24.916666666666664,2,VoIP
240,782,522,25.083333333333332,4,Video Streaming
241,132,314,25.166666666666664,5,Web Browsing
242,134,477,25.166666666666664,2,Video Streaming
243,207,662,25.25,3,Web Browsing
244,51,186,25.416666666666664,4,VoIP
245,278,263,25.416666666666664,3,Video Streaming
246,194,187,25.5,1,Web Browsing
247,107,671,25.583333333333332,3,Web Browsing
248,253,43,25.583333333333332,1,VoIP
249,493,287,25.583333333333332,3,Web Browsing
250,450,484,25.75,3,Web Browsing
251,77,760,25.833333333333332,2,Video Streaming
252,411,638,25.833333333333332,1,Web Browsing
253,446,814,25.833333333333332,2,VoIP
254,12,884,25.916666666666664,5,VoIP
255,306,744,25.916666666666664,1,VoIP
256,571,22,26.0,2,Video Streaming
257,879,255,26.0,5,Video Streaming
258,997,407,26.0,2,Web Browsing
259,944,363,26.083333333333332,3,VoIP
260,99,577,26.333333333333332,3,Web Browsing
261,351,967,26.333333333333332,2,VoIP
262,528,367,26.333333333333332,5,VoIP
263,168,216,26.416666666666664,3,Web Browsing
264,235,817,26.416666666666664,2,Web Browsing
265,949,427,26.416666666666664,4,Web Browsing
266,65,85,26.583333333333332,3,VoIP
267,357,595,26.583333333333332,3,Web Browsing
268,390,187,26.583333333333332,5,Web Browsing
269,568,112,26.583333333333332,3,Web Browsing
270,166,911,26.666666666666664,2,Video Streaming
271,623,216,26.666666666666664,3,VoIP
272,117,807,26.75,3,Web Browsing
273,664,405,26.75,2,VoIP
274,260,242,26.833333333333332,5,Web Browsing
275,578,50,26.833333333333332,5,Web Browsing
276,147,469,27.166666666666664,1,VoIP
277,522,285,27.166666666666664,5,VoIP
278,943,342,27.25,4,VoIP
279,907,498,27.416666666666664,3,Web Browsing
280,738,464,27.583333333333332,1,Video Streaming
281,196,291,27.75,5,VoIP
282,329,895,27.75,1,Video Streaming
283,979,567,27.75,4,Video Streaming
284,267,338,27.833333333333332,4,Video Streaming
285,173,258,27.916666666666664,4,Video Streaming
286,239,42,27.916666666666664,4,Video Streaming
287,710,918,28.333333333333332,3,VoIP
288,756,202,28.333333333333332,5,Web Browsing
289,265,507,28.416666666666664,1,Video Streaming
290,707,900,28.5,3,Video Streaming
291,813,275,28.5,4,VoIP
292,432,402,11.333333333333332,3,VoIP
293,633,551,28.583333333333332,2,Web Browsing
294,982,308,28.583333333333332,3,Video Streaming
295,841,206,28.916666666666664,2,VoIP
296,363,834,29.0,2,Web Browsing
297,912,305,8.583333333333332,2,Web Browsing
298,512,988,29.083333333333332,1,VoIP
299,108,290,29.166666666666664,1,Web Browsing
300,479,927,29.166666666666664,2,Web Browsing
301,927,262,19.416666666666664,2,Video Streaming
302,342,101,29.25,5,Web Browsing
303,355,552,29.25,3,Web Browsing
304,358,138,29.25,1,Video Streaming
305,720,55,29.25,4,Video Streaming
306,863,419,29.416666666666664,5,Web Browsing
307,241,49,29.5,4,VoIP
308,575,421,29.5,4,VoIP
309,475,540,29.583333333333332,2,Video Streaming
310,775,235,29.583333333333332,4,Video Streaming
311,705,667,29.833333333333332,2,Video Streaming
312,770,585,29.833333333333332,3,VoIP
313,143,465,29.916666666666664,2,Video Streaming
314,189,646,30.083333333333332,3,Video Streaming
315,699,719,30.166666666666664,3,Video Streaming
316,289,108,30.25,2,Video Streaming
317,594,104,30.25,3,VoIP
318,729,417,30.25,3,Video Streaming
319,735,769,30.25,2,VoIP
320,897,416,30.25,5,Web Browsing
321,323,155,30.333333333333332,2,VoIP
322,19,743,30.5,5,Web Browsing
323,73,602,30.583333333333332,3,VoIP
324,172,72,30.583333333333332,1,Video Streaming
325,589,436,30.583333333333332,1,VoIP
326,687,652,30.583333333333332,3,VoIP
327,525,339,13.583333333333332,5,VoIP
328,87,327,30.666666666666664,2,Video Streaming
329,275,629,30.833333333333332,1,Video Streaming
330,642,103,30.833333333333332,1,VoIP
331,913,157,30.833333333333332,4,Web Browsing
332,830,410,30.916666666666664,5,Web Browsing
333,336,572,31.0,1,VoIP
334,425,375,31.0,5,VoIP
335,658,215,31.083333333333332,2,VoIP
336,469,744,31.25,5,Video Streaming
337,828,248,31.25,5,VoIP
338,79,346,31.333333333333332,1,VoIP
339,150,702,31.416666666666664,4,VoIP
340,969,935,31.416666666666664,4,Web Browsing
341,197,980,31.666666666666664,3,VoIP
342,389,178,31.75,1,Video Streaming
343,176,670,31.833333333333332,2,VoIP
344,531,457,31.916666666666664,2,Video Streaming
345,696,636,31.916666666666664,3,Web Browsing
346,105,800,32.0,2,Video Streaming
347,299,813,32.0,4,Web Browsing
348,468,571,32.0,5,VoIP
349,790,102,32.0,3,Web Browsing
350,933,960,32.08333333333333,4,Video Streaming
351,333,854,9.166666666666664,1,Video Streaming
352,2,828,32.166666666666664,4,Web Browsing
353,472,361,32.166666666666664,2,Web Browsing
354,987,509,32.33333333333333,4,Web Browsing
355,398,512,32.5,5,Web Browsing
356,881,72,32.5,3,Web Browsing
357,319,191,32.75,3,Video Streaming
358,781,370,32.75,2,Video Streaming
359,819,95,32.75,1,Video Streaming
360,909,55,32.75,5,Video Streaming
361,635,609,33.166666666666664,5,Web Browsing
362,706,33,33.166666666666664,1,VoIP
363,825,930,33.166666666666664,4,VoIP
364,221,315,33.25,4,Web Browsing
365,308,414,33.25,3,Web Browsing
366,476,156,33.25,1,VoIP
367,449,949,11.583333333333329,3,VoIP
368,669,510,33.58333333333333,3,Web Browsing
369,311,100,33.666666666666664,4,Web Browsing
370,675,19,33.666666666666664,1,VoIP
371,899,409,33.83333333333333,4,VoIP
372,925,143,33.83333333333333,2,VoIP
373,300,236,33.916666666666664,2,Video Streaming
374,453,272,34.83333333333333,5,Video Streaming
375,286,319,35.0,3,VoIP
376,418,679,35.08333333333333,2,Video Streaming
377,553,280,35.08333333333333,2,VoIP
378,246,39,24.666666666666664,3,Video Streaming
379,305,764,35.25,4,VoIP
380,504,107,35.416666666666664,1,Video Streaming
381,612,75,9.916666666666664,5,VoIP
382,61,125,35.5,2,Video Streaming
383,586,437,35.5,3,Video Streaming
384,312,506,35.58333333333333,2,VoIP
385,629,605,35.58333333333333,2,Video Streaming
386,803,15,35.58333333333333,4,Web Browsing
387,866,348,35.58333333333333,5,VoIP
388,123,645,35.666666666666664,4,Video Streaming
389,888,842,35.916666666666664,4,Video Streaming
390,936,935,36.0,1,Video Streaming
391,459,421,36.25,2,VoIP
392,793,209,36.416666666666664,1,VoIP
393,845,770,36.416666666666664,3,Video Streaming
394,43,982,36.5,2,VoIP
395,46,659,36.5,4,Web Browsing
396,316,730,36.5,5,VoIP
397,341,433,36.5,4,Web Browsing
398,561,223,36.58333333333333,5,Web Browsing
399,191,286,36.666666666666664,2,Web Browsing
400,113,157,36.916666666666664,2,Video Streaming
401,440,981,36.916666666666664,4,Video Streaming
402,703,359,36.916666666666664,1,Web Browsing
403,653,841,37.0,1,Video Streaming
404,639,367,37.166666666666664,5,Web Browsing
405,838,882,37.33333333333333,2,VoIP
406,938,516,37.33333333333333,4,Video Streaming
407,722,231,20.916666666666668,3,VoIP
408,72,808,37.5,3,Web Browsing
409,883,928,37.5,3,VoIP
410,444,443,37.58333333333333,5,Web Browsing
411,797,463,13.25,2,VoIP
412,349,636,37.666666666666664,5,Video Streaming
413,153,676,37.75,5,Video Streaming
414,199,422,37.75,5,Web Browsing
415,526,152,37.75,5,VoIP
416,606,751,37.75,4,VoIP
417,651,283,37.75,5,Web Browsing
418,56,60,37.83333333333333,2,Video Streaming
419,211,222,38.08333333333333,1,Web Browsing
420,815,365,38.08333333333333,4,VoIP
421,923,855,38.166666666666664,5,Video Streaming
422,559,343,38.25,4,Video Streaming
423,672,462,16.750000000000004,2,VoIP
424,38,10,38.33333333333333,1,Web Browsing
425,451,156,38.33333333333333,3,Web Browsing
426,192,262,38.58333333333333,1,Web Browsing
427,809,266,38.58333333333333,1,VoIP
428,63,137,38.666666666666664,1,VoIP
429,186,796,38.666666666666664,4,Video Streaming
430,264,361,38.75,4,Video Streaming
431,622,731,38.75,2,Video Streaming
432,576,458,38.83333333333333,5,Web Browsing
433,645,172,38.83333333333333,3,Video Streaming
434,931,979,38.83333333333333,4,VoIP
435,950,166,38.83333333333333,2,Video Streaming
436,875,200,38.916666666666664,2,VoIP
437,991,496,38.916666666666664,4,Video Streaming
438,60,753,39.0,4,Video Streaming
439,454,856,15.583333333333336,5,VoIP
440,4,207,39.08333333333333,1,Web Browsing
441,190,607,39.08333333333333,5,Web Browsing
442,787,6,39.25,4,VoIP
443,884,937,39.25,4,Web Browsing
444,23,442,39.33333333333333,3,VoIP
445,85,452,39.416666666666664,2,Web Browsing
446,353,763,39.416666666666664,3,Web Browsing
447,263,420,39.5,5,VoIP
448,540,775,39.5,1,Web Browsing
449,736,225,39.58333333333333,1,VoIP
450,195,465,39.666666666666664,4,Video Streaming
451,393,807,39.666666666666664,1,VoIP
452,450,132,11.0,4,Web Browsing
453,902,96,14.666666666666664,5,Video Streaming
454,776,857,39.916666666666664,1,Video Streaming
455,655,273,40.08333333333333,2,VoIP
456,180,605,40.166666666666664,5,VoIP
457,712,611,40.166666666666664,1,VoIP
458,889,995,40.25,2,Web Browsing
459,86,302,40.416666666666664,2,Web Browsing
460,362,639,40.5,2,Web Browsing
461,471,425,12.666666666666664,3,Video Streaming
462,268,198,40.58333333333333,1,VoIP
463,155,750,40.83333333333333,2,Video Streaming
464,228,424,40.83333333333333,3,Web Browsing
465,652,55,14.583333333333332,5,Web Browsing
466,219,659,40.916666666666664,2,Web Browsing
467,386,282,40.916666666666664,4,VoIP
468,521,655,40.916666666666664,5,Video Streaming
469,872,696,40.916666666666664,1,Web Browsing
470,162,633,41.0,3,VoIP
471,456,931,41.0,3,Video Streaming
472,924,675,41.08333333333333,3,VoIP
473,279,204,41.166666666666664,2,Video Streaming
474,583,169,41.166666666666664,2,Video Streaming
475,795,338,41.166666666666664,1,Web Browsing
476,856,834,41.25,4,VoIP
477,831,86,26.75,4,Web Browsing
478,202,884,41.33333333333333,5,Web Browsing
479,112,193,41.416666666666664,1,Web Browsing
480,774,616,41.5,5,VoIP
481,536,190,41.58333333333333,2,VoIP
482,801,975,41.666666666666664,3,Video Streaming
483,78,664,29.83333333333333,5,Web Browsing
484,915,725,10.5,5,VoIP
485,231,559,41.75,1,VoIP
486,294,902,41.75,2,Web Browsing
487,548,864,41.75,3,Web Browsing
488,137,43,18.166666666666664,5,VoIP
489,922,700,41.83333333333333,5,Web Browsing
490,636,321,42.0,3,VoIP
491,552,625,42.08333333333333,4,Video Streaming
492,780,927,24.166666666666664,1,Video Streaming
493,34,174,42.25,4,Web Browsing
494,467,465,42.25,5,Web Browsing
495,280,610,42.416666666666664,2,Web Browsing
496,649,179,42.416666666666664,2,Web Browsing
497,695,140,42.5,2,Video Streaming
498,148,134,22.5,1,Web Browsing
499,171,632,42.666666666666664,5,Video Streaming
500,434,553,42.666666666666664,4,Video Streaming
501,385,532,42.75,2,Video Streaming
502,903,696,42.83333333333333,1,VoIP
503,170,163,42.916666666666664,4,Web Browsing
504,821,76,42.916666666666664,2,VoIP
505,339,668,43.25,4,Video Streaming
506,945,753,43.33333333333333,1,Web Browsing
507,957,620,43.33333333333333,3,Web Browsing
508,910,846,43.58333333333333,1,Video Streaming
509,611,799,43.666666666666664,2,Video Streaming
510,598,247,43.75,3,Web Browsing
511,716,415,43.75,4,VoIP
512,928,724,43.75,1,Video Streaming
513,673,912,43.83333333333333,5,VoIP
514,466,801,43.916666666666664,4,VoIP
515,885,443,43.916666666666664,2,VoIP
516,601,166,44.0,5,VoIP
517,741,119,44.08333333333333,2,Web Browsing
518,130,91,44.25,1,Video Streaming
519,792,681,44.25,2,VoIP
520,234,992,44.33333333333333,5,Web Browsing
521,42,504,44.416666666666664,1,Web Browsing
522,863,146,12.833333333333329,5,Web Browsing
523,960,829,44.75,2,VoIP
524,515,710,27.499999999999996,1,Web Browsing
525,616,442,19.75,4,Web Browsing
526,288,513,45.0,3,VoIP
527,369,634,45.0,1,VoIP
528,665,271,45.0,1,Web Browsing
529,24,658,45.08333333333333,3,Web Browsing
530,681,27,45.166666666666664,5,Video Streaming
531,513,435,45.25,4,Video Streaming
532,213,256,13.916666666666668,4,Video Streaming
533,788,836,45.416666666666664,5,Video Streaming
534,542,653,45.5,2,VoIP
535,88,372,45.58333333333333,1,VoIP
536,415,355,45.58333333333333,2,Web Browsing
537,47,506,45.83333333333333,1,Web Browsing
538,579,898,45.83333333333333,2,Web Browsing
539,814,474,45.83333333333333,5,Video Streaming
540,764,470,46.08333333333333,3,Web Browsing
541,595,120,11.166666666666664,2,Video Streaming
542,419,582,46.5,4,Web Browsing
543,827,9,15.583333333333336,5,VoIP
544,397,97,46.666666666666664,5,Video Streaming
545,891,976,46.666666666666664,4,VoIP
546,750,18,46.75,5,Web Browsing
547,36,495,46.916666666666664,3,VoIP
548,823,866,25.583333333333336,2,Video Streaming
549,160,284,47.0,3,Web Browsing
550,277,692,47.08333333333333,2,Video Streaming
551,209,949,47.166666666666664,1,VoIP
552,558,200,47.25,3,VoIP
553,877,578,47.25,5,Web Browsing
554,313,607,47.33333333333333,1,Web Browsing
555,890,297,47.33333333333333,5,Web Browsing
556,210,246,47.416666666666664,3,VoIP
557,179,9,16.66666666666666,1,VoIP
558,90,255,47.666666666666664,4,Web Browsing
559,442,852,47.83333333333333,1,VoIP
560,757,712,47.83333333333333,3,Video Streaming
561,748,134,47.916666666666664,3,VoIP
562,242,699,48.08333333333333,5,VoIP
563,408,625,48.166666666666664,4,VoIP
564,679,914,48.166666666666664,5,VoIP
565,146,950,48.25,5,Web Browsing
566,630,366,48.25,2,Video Streaming
567,728,303,48.25,4,Video Streaming
568,694,174,48.33333333333333,4,VoIP
569,768,429,48.666666666666664,1,Web Browsing
570,206,751,48.75,5,VoIP
571,201,99,48.83333333333333,5,VoIP
572,330,342,48.83333333333333,1,Web Browsing
573,404,794,48.916666666666664,3,Video Streaming
574,619,855,48.916666666666664,3,Web Browsing
575,119,114,49.0,4,Video Streaming
576,198,936,49.0,2,Web Browsing
577,917,399,49.0,1,Video Streaming
578,93,125,8.5,2,Web Browsing
579,445,697,49.08333333333333,2,Web Browsing
580,499,923,49.08333333333333,2,VoIP
581,398,903,13.166666666666664,5,VoIP
582,10,413,49.166666666666664,5,Video Streaming
583,625,205,49.166666666666664,1,Web Browsing
584,214,8,49.25,2,VoIP
585,496,474,49.25,3,Web Browsing
586,747,566,49.25,5,Web Browsing
587,826,610,49.25,4,VoIP
588,145,742,49.33333333333333,3,Web Browsing
589,420,157,49.33333333333333,1,Web Browsing
590,592,706,49.33333333333333,1,VoIP
591,734,892,49.416666666666664,2,VoIP
592,806,599,49.58333333333333,3,Web Browsing
593,357,454,10.333333333333336,3,Web Browsing
594,732,201,49.666666666666664,3,Web Browsing
595,841,478,15.0,2,Web Browsing
596,183,7,49.75,5,Video Streaming
597,262,276,49.75,5,Video Streaming
598,659,336,49.83333333333333,4,Video Streaming
599,230,32,49.916666666666664,2,VoIP
600,225,226,50.25,1,Video Streaming
601,229,930,50.25,5,VoIP
602,632,776,50.25,4,VoIP
603,366,169,50.33333333333333,5,VoIP
604,587,118,50.33333333333333,2,Web Browsing
605,144,39,33.75,1,Web Browsing
606,684,674,50.416666666666664,3,Web Browsing
607,805,485,50.416666666666664,3,Video Streaming
608,270,962,50.5,3,Web Browsing
609,901,823,50.5,3,Video Streaming
610,963,553,50.5,1,Video Streaming
611,783,831,50.58333333333333,2,Web Browsing
612,848,646,50.58333333333333,3,Web Browsing
613,178,65,24.583333333333332,4,VoIP
614,516,76,32.666666666666664,1,Video Streaming
615,930,226,50.83333333333333,1,VoIP
616,328,356,50.916666666666664,3,Video Streaming
617,762,455,50.916666666666664,4,Video Streaming
618,361,490,51.0,3,Video Streaming
619,414,254,51.0,4,VoIP
620,711,468,51.0,1,Video Streaming
621,951,653,51.166666666666664,4,VoIP
622,142,290,51.25,1,VoIP
623,238,922,51.25,5,VoIP
624,365,798,51.25,5,VoIP
625,322,168,51.33333333333333,1,VoIP
626,110,169,51.666666666666664,3,Web Browsing
627,254,159,51.666666666666664,1,Video Streaming
628,96,830,29.416666666666664,2,Video Streaming
629,970,428,51.75,5,Web Browsing
630,344,403,51.916666666666664,2,Video Streaming
631,378,796,51.916666666666664,4,VoIP
632,618,972,51.916666666666664,4,Video Streaming
633,30,669,52.0,5,Video Streaming
634,529,585,52.0,1,Video Streaming
635,566,78,52.08333333333333,3,Web Browsing
636,882,961,31.083333333333332,4,Video Streaming
637,39,13,52.166666666666664,1,Video Streaming
638,100,84,52.166666666666664,1,Web Browsing
639,106,545,52.25,2,Web Browsing
640,114,143,52.416666666666664,2,Web Browsing
641,543,538,52.416666666666664,1,VoIP
642,735,221,21.0,2,VoIP
643,223,123,52.75,3,Web Browsing
644,873,621,52.75,5,Video Streaming
645,801,926,8.333333333333336,1,Video Streaming
646,887,245,33.58333333333333,1,VoIP
647,182,675,52.83333333333333,1,Video Streaming
648,567,867,52.916666666666664,3,Video Streaming
649,843,36,13.166666666666664,3,VoIP
650,195,953,10.666666666666664,1,Web Browsing
651,5,715,53.0,3,Web Browsing
652,64,883,53.08333333333333,5,Web Browsing
653,256,894,53.166666666666664,3,VoIP
654,533,487,53.166666666666664,4,Video Streaming
655,869,55,53.166666666666664,2,VoIP
656,514,662,53.25,3,VoIP
657,663,722,53.33333333333333,2,Web Browsing
658,72,927,9.0,5,Video Streaming
659,505,59,53.416666666666664,4,VoIP
660,857,267,53.58333333333333,3,Web Browsing
661,232,444,53.666666666666664,1,VoIP
662,511,627,53.666666666666664,4,Video Streaming
663,973,181,53.666666666666664,2,Video Streaming
664,614,647,53.916666666666664,5,VoIP
665,893,361,53.916666666666664,5,Video Streaming
