Packet ID,Source,Destination,End-to-End Delay,Priority,Traffic Class
138,275,58,23.3,4,Web Browsing
139,286,469,23.400000000000002,3,Video Streaming
140,928,587,23.400000000000002,2,Web Browsing
141,932,568,23.700000000000003,5,Web Browsing
142,803,208,23.8,4,Video Streaming
143,855,830,23.8,2,VoIP
144,81,251,24.0,4,Video Streaming
145,39,419,24.200000000000003,3,Video Streaming
146,466,664,24.200000000000003,2,Video Streaming
147,885,803,24.400000000000002,2,Web Browsing
148,572,533,24.5,2,Web Browsing
149,249,433,24.700000000000003,5,Web Browsing
150,155,704,24.8,3,Web Browsing
151,626,70,24.8,5,Video Streaming
152,218,338,24.900000000000002,2,Web Browsing
153,580,258,25.200000000000003,1,Web Browsing
154,638,695,25.5,2,Web Browsing
155,538,530,25.900000000000002,5,VoIP
156,237,727,26.0,2,VoIP
157,925,539,26.0,2,Web Browsing
158,455,893,26.200000000000003,2,Web Browsing
159,148,440,26.3,5,Web Browsing
160,26,428,26.400000000000002,1,VoIP
161,337,340,26.5,5,Video Streaming
162,146,375,26.700000000000003,4,VoIP
163,269,892,26.700000000000003,3,VoIP
164,329,413,26.700000000000003,3,Web Browsing
165,930,139,26.700000000000003,3,VoIP
166,78,644,26.8,4,VoIP
167,891,660,26.8,4,Web Browsing
168,998,391,26.8,4,Video Streaming
169,866,656,27.1,1,Web Browsing
170,349,788,27.200000000000003,5,VoIP
171,280,796,27.5,4,Web Browsing
172,985,604,27.6,1,Web Browsing
173,703,360,27.700000000000003,2,VoIP
174,968,89,28.0,2,VoIP
175,691,967,28.1,4,Video Streaming
176,758,179,28.200000000000003,1,Web Browsing
177,0,395,28.400000000000002,2,VoIP
178,357,334,28.5,1,Video Streaming
179,521,881,28.5,1,VoIP
180,33,732,28.6,2,Video Streaming
181,233,82,28.6,3,VoIP
182,321,493,28.6,4,Web Browsing
183,398,766,28.6,2,VoIP
184,761,579,28.6,2,Video Streaming
185,82,519,28.700000000000003,5,Video Streaming
186,562,753,28.8,5,VoIP
187,147,577,28.900000000000002,1,Web Browsing
188,447,796,28.900000000000002,3,Video Streaming
189,631,879,29.1,3,VoIP
190,917,269,29.200000000000003,5,VoIP
191,739,560,29.3,2,Web Browsing
192,482,941,29.400000000000002,3,VoIP
193,182,860,29.5,5,Video Streaming
194,5,517,29.6,1,Web Browsing
195,61,297,29.8,5,Web Browsing
196,373,22,30.1,5,Web Browsing
197,547,691,30.1,3,VoIP
198,428,848,30.200000000000003,2,Video Streaming
199,101,570,30.3,2,VoIP
200,571,851,30.3,2,VoIP
201,34,958,30.400000000000002,5,Web Browsing
202,519,163,30.400000000000002,1,VoIP
203,618,962,30.700000000000003,1,VoIP
204,234,182,30.8,2,VoIP
205,785,281,30.8,4,VoIP
206,923,669,30.8,2,Web Browsing
207,342,714,17.5,4,Video Streaming
208,66,395,15.9,5,VoIP
209,364,590,31.200000000000003,5,VoIP
210,666,401,31.200000000000003,2,Video Streaming
211,783,132,31.200000000000003,5,Web Browsing
212,137,302,31.400000000000002,4,Video Streaming
213,635,213,31.400000000000002,3,Web Browsing
214,523,773,31.5,2,VoIP
215,610,212,31.5,5,VoIP
216,774,66,31.5,4,VoIP
217,851,628,31.5,1,Web Browsing
218,578,130,31.8,2,Web Browsing
219,209,401,31.900000000000002,2,Web Browsing
220,579,135,32.1,5,Web Browsing
221,665,989,32.1,1,Web Browsing
222,204,108,32.300000000000004,3,Video Streaming
223,436,971,32.4,4,Video Streaming
224,173,668,32.7,5,Web Browsing
225,437,550,32.800000000000004,5,Web Browsing
226,752,471,32.9,3,Video Streaming
227,924,842,33.1,4,Web Browsing
228,64,706,33.2,2,Web Browsing
229,93,459,33.2,1,Web Browsing
230,438,342,33.2,1,Video Streaming
231,302,776,33.300000000000004,4,Video Streaming
232,240,459,33.4,1,Web Browsing
233,336,324,33.5,5,VoIP
234,127,175,33.6,2,Web Browsing
235,212,314,33.6,3,Web Browsing
236,958,906,33.7,4,Web Browsing
237,954,60,33.9,3,VoIP
238,179,732,34.0,4,Video Streaming
239,412,56,34.1,4,Video Streaming
240,929,432,10.600000000000005,2,VoIP
241,434,829,34.2,3,VoIP
242,189,268,34.300000000000004,5,Web Browsing
243,933,141,34.300000000000004,1,VoIP
244,941,427,34.4,3,Web Browsing
245,117,76,34.5,2,Web Browsing
246,642,670,34.5,3,VoIP
247,651,39,34.7,4,Video Streaming
248,886,331,35.0,3,Video Streaming
249,664,278,35.1,2,Video Streaming
250,748,742,35.1,5,VoIP
251,133,493,35.300000000000004,4,Video Streaming
252,194,200,35.300000000000004,1,Web Browsing
253,511,225,35.300000000000004,3,Web Browsing
254,791,421,35.300000000000004,3,Web Browsing
255,529,538,35.4,5,Web Browsing
256,894,922,35.4,5,Web Browsing
257,332,93,35.5,2,Video Streaming
258,878,819,35.5,3,Web Browsing
259,908,187,35.6,1,Video Streaming
260,543,62,35.7,4,Web Browsing
261,122,920,35.9,4,Web Browsing
262,818,239,36.1,1,VoIP
263,777,251,15.5,4,Web Browsing
264,63,961,36.300000000000004,3,VoIP
265,617,432,36.4,3,VoIP
266,356,64,36.5,4,Video Streaming
267,29,376,36.6,3,Web Browsing
268,251,123,36.6,1,Video Streaming
269,597,17,36.6,5,Video Streaming
270,307,42,36.7,3,Video Streaming
271,970,208,36.7,4,Web Browsing
272,215,29,36.800000000000004,1,Video Streaming
273,100,86,36.9,5,Web Browsing
274,522,435,36.9,4,Web Browsing
275,97,64,37.0,2,Web Browsing
276,379,356,37.0,5,Web Browsing
277,504,444,37.0,3,VoIP
278,52,44,37.1,3,Video Streaming
279,71,6,37.2,3,Video Streaming
280,716,478,37.2,5,VoIP
281,488,71,37.300000000000004,4,VoIP
282,812,351,37.300000000000004,2,VoIP
283,895,230,37.300000000000004,1,Web Browsing
284,358,359,37.4,5,VoIP
285,903,349,37.5,1,VoIP
286,53,870,37.6,3,Web Browsing
287,400,599,37.6,1,Video Streaming
288,150,874,37.7,1,VoIP
289,973,260,37.7,2,VoIP
290,573,808,37.9,2,Web Browsing
291,650,848,37.9,3,Web Browsing
292,884,868,38.0,2,Web Browsing
293,283,618,38.1,2,Web Browsing
294,298,32,38.1,1,Video Streaming
295,58,540,38.2,1,VoIP
296,864,212,38.2,3,Video Streaming
297,873,724,38.2,2,Video Streaming
298,44,312,38.300000000000004,3,Video Streaming
299,88,852,38.400000000000006,1,Web Browsing
300,164,881,38.400000000000006,2,Video Streaming
301,942,872,38.400000000000006,4,Web Browsing
302,644,656,38.5,5,Video Streaming
303,143,940,38.7,5,Video Streaming
304,350,372,38.7,1,VoIP
305,421,418,15.800000000000004,4,Web Browsing
306,414,825,38.900000000000006,4,Web Browsing
307,799,245,38.900000000000006,3,VoIP
308,134,563,39.0,3,Video Streaming
309,207,120,39.0,4,VoIP
310,123,973,18.600000000000005,1,VoIP
311,653,596,39.300000000000004,2,VoIP
312,675,42,39.400000000000006,4,Video Streaming
313,718,916,39.400000000000006,1,Video Streaming
314,763,481,14.8,2,Web Browsing
315,613,292,39.5,2,VoIP
316,481,113,39.800000000000004,1,Video Streaming
317,279,900,39.900000000000006,5,Video Streaming
318,496,484,39.900000000000006,3,Video Streaming
319,715,158,40.0,1,VoIP
320,798,520,40.0,5,VoIP
321,380,549,40.1,2,VoIP
322,744,538,40.400000000000006,2,VoIP
323,128,766,40.5,4,Web Browsing
324,515,309,40.5,2,Video Streaming
325,598,210,40.5,4,Web Browsing
326,341,596,40.6,2,VoIP
327,293,599,40.7,4,VoIP
328,989,536,40.800000000000004,5,Video Streaming
329,370,709,40.900000000000006,1,Web Browsing
330,828,693,17.9,3,Web Browsing
331,419,786,41.2,2,Video Streaming
332,248,396,41.300000000000004,3,Web Browsing
333,762,299,41.400000000000006,4,Web Browsing
334,890,813,41.5,1,Web Browsing
335,967,85,41.5,1,Video Streaming
336,427,753,41.7,1,Web Browsing
337,290,350,41.800000000000004,1,VoIP
338,409,212,41.800000000000004,5,Video Streaming
339,782,826,41.800000000000004,2,Video Streaming
340,281,294,42.1,3,VoIP
341,31,152,42.2,2,Web Browsing
342,507,109,42.2,4,Web Browsing
343,643,35,42.2,2,VoIP
344,899,671,42.2,3,VoIP
345,310,894,42.7,4,Web Browsing
346,898,579,42.7,3,VoIP
347,830,407,42.800000000000004,3,VoIP
348,767,721,43.0,1,Web Browsing
349,977,22,43.0,1,Video Streaming
350,992,446,43.0,3,Web Browsing
351,94,153,28.799999999999997,4,Web Browsing
352,877,427,13.899999999999999,1,Web Browsing
353,197,988,20.9,3,VoIP
354,344,487,43.2,5,VoIP
355,407,460,43.5,3,Video Streaming
356,430,486,43.5,1,Video Streaming
357,811,148,43.5,1,Video Streaming
358,159,233,43.6,1,Video Streaming
359,287,181,43.900000000000006,3,Web Browsing
360,583,400,43.900000000000006,2,Video Streaming
361,92,800,44.0,2,VoIP
362,139,599,44.0,1,Web Browsing
363,260,364,44.0,5,Video Streaming
364,451,438,44.0,3,Web Browsing
365,974,961,44.0,4,VoIP
366,18,908,44.1,2,Video Streaming
367,448,975,44.1,4,VoIP
368,702,616,44.1,2,Web Browsing
369,28,134,44.2,2,VoIP
370,168,395,44.2,2,VoIP
371,514,71,44.2,5,Web Browsing
372,228,691,44.300000000000004,5,VoIP
373,443,163,44.400000000000006,2,Web Browsing
374,185,98,44.6,2,Video Streaming
375,931,685,44.6,4,VoIP
376,120,530,44.7,3,Web Browsing
377,693,633,44.800000000000004,1,Video Streaming
378,450,397,44.900000000000006,2,Video Streaming
379,738,849,45.1,3,Web Browsing
380,862,19,45.1,1,Video Streaming
381,59,787,45.2,4,Video Streaming
382,67,194,45.2,2,Web Browsing
383,557,990,45.2,2,VoIP
384,136,735,45.300000000000004,3,Web Browsing
385,321,143,11.100000000000001,5,Web Browsing
386,109,692,45.400000000000006,3,VoIP
387,559,38,45.400000000000006,2,Video Streaming
388,995,977,45.400000000000006,5,VoIP
389,819,548,45.5,5,VoIP
390,126,458,45.6,4,VoIP
391,850,689,45.6,5,Web Browsing
392,324,669,45.7,4,VoIP
393,424,936,45.7,2,Web Browsing
394,813,106,45.7,5,Web Browsing
395,849,113,45.7,5,VoIP
396,846,677,45.800000000000004,5,VoIP
397,721,104,45.900000000000006,5,Video Streaming
398,946,443,45.900000000000006,2,Web Browsing
399,429,581,46.0,4,VoIP
400,662,751,46.1,1,VoIP
401,786,877,46.2,5,Video Streaming
402,638,990,14.600000000000001,1,VoIP
403,65,994,11.899999999999999,2,Web Browsing
404,178,532,46.5,2,Web Browsing
405,660,671,46.5,2,Web Browsing
406,669,596,46.5,1,Web Browsing
407,592,417,46.7,4,VoIP
408,549,768,46.800000000000004,2,Web Browsing
409,735,648,46.800000000000004,2,VoIP
410,571,767,13.799999999999997,5,Video Streaming
411,459,77,46.900000000000006,5,VoIP
412,153,148,47.0,3,Web Browsing
413,556,156,47.0,5,VoIP
414,422,96,47.1,2,Video Streaming
415,701,101,47.1,3,Video Streaming
416,781,195,47.1,2,Web Browsing
417,641,157,47.300000000000004,2,Video Streaming
418,520,93,47.400000000000006,1,VoIP
419,544,222,47.400000000000006,3,Video Streaming
420,142,63,47.6,1,VoIP
421,391,661,47.6,3,Web Browsing
422,822,768,48.0,3,Web Browsing
423,233,159,14.700000000000003,3,Video Streaming
424,435,385,48.1,4,Video Streaming
425,518,807,48.1,1,Web Browsing
426,765,95,48.2,4,Web Browsing
427,980,104,48.2,2,Web Browsing
428,199,652,48.300000000000004,1,VoIP
429,711,109,48.300000000000004,2,VoIP
430,751,300,48.400000000000006,3,Video Streaming
431,99,525,48.7,2,Video Streaming
432,527,660,31.5,3,Video Streaming
433,614,554,49.0,4,VoIP
434,795,321,49.2,5,Web Browsing
435,27,629,49.300000000000004,3,Web Browsing
436,416,108,49.300000000000004,5,Web Browsing
437,363,334,49.400000000000006,5,Web Browsing
438,753,358,49.5,5,Web Browsing
439,243,841,49.7,1,Web Browsing
440,462,221,49.7,3,Web Browsing
441,695,952,49.800000000000004,5,Web Browsing
442,605,374,50.0,3,Video Streaming
443,773,722,26.3,2,VoIP
444,236,610,50.1,4,VoIP
445,576,761,50.1,1,Web Browsing
446,584,740,50.1,5,Web Browsing
447,806,642,50.1,4,Web Browsing
448,906,942,50.1,5,Video Streaming
449,655,713,16.900000000000006,3,Web Browsing
450,668,654,50.300000000000004,3,VoIP
451,694,621,50.300000000000004,1,Video Streaming
452,699,87,50.300000000000004,3,Video Streaming
453,835,165,30.200000000000003,5,Web Browsing
454,315,58,50.5,5,VoIP
455,15,875,50.6,4,VoIP
456,184,677,50.6,1,VoIP
457,875,870,32.2,5,VoIP
458,855,418,23.5,3,Video Streaming
459,444,821,51.0,4,Web Browsing
460,108,766,51.1,4,Video Streaming
461,125,840,51.1,2,VoIP
462,135,714,51.1,5,Video Streaming
463,359,849,51.1,4,VoIP
464,612,907,51.1,2,Video Streaming
465,509,452,31.6,4,Video Streaming
466,679,307,51.2,5,Web Browsing
467,421,241,10.600000000000001,2,Web Browsing
468,458,774,26.900000000000002,2,VoIP
469,226,672,51.300000000000004,4,Web Browsing
470,780,982,51.300000000000004,1,Video Streaming
471,177,544,51.400000000000006,3,Video Streaming
472,593,893,51.400000000000006,4,VoIP
473,84,790,51.5,2,VoIP
474,966,434,51.6,2,Video Streaming
475,600,148,51.7,1,VoIP
476,171,376,51.800000000000004,2,VoIP
477,406,557,51.900000000000006,5,VoIP
478,858,214,51.900000000000006,2,Web Browsing
479,49,355,52.0,1,Web Browsing
480,388,965,52.0,1,VoIP
481,976,247,52.0,4,Video Streaming
482,438,251,16.9,3,VoIP
483,326,728,52.2,3,Video Streaming
484,912,32,52.2,2,VoIP
485,911,867,52.400000000000006,2,Video Streaming
486,441,357,52.5,1,Web Browsing
487,96,622,52.6,1,VoIP
488,376,225,52.6,5,Web Browsing
489,772,952,52.6,5,VoIP
490,384,987,52.7,4,Video Streaming
491,708,800,52.7,3,VoIP
492,760,853,52.7,3,Web Browsing
493,426,737,53.0,2,VoIP
494,590,617,53.0,4,Video Streaming
495,286,95,20.1,4,Video Streaming
496,880,6,53.2,2,VoIP
497,983,424,53.2,2,Web Browsing
498,470,637,53.300000000000004,1,Web Browsing
499,682,410,53.400000000000006,4,VoIP
500,807,709,53.5,1,Video Streaming
501,336,851,10.399999999999999,5,Web Browsing
502,656,581,53.6,1,VoIP
503,602,997,53.7,3,Video Streaming
504,926,164,53.7,5,Video Streaming
505,996,933,53.7,3,Video Streaming
506,311,76,54.0,2,Web Browsing
507,402,15,54.0,1,Web Browsing
508,189,402,15.600000000000001,2,Video Streaming
509,923,685,10.600000000000001,3,Video Streaming
510,129,283,54.300000000000004,2,Web Browsing
511,471,135,54.300000000000004,1,Web Browsing
512,387,866,54.400000000000006,5,VoIP
513,874,382,54.400000000000006,4,Web Browsing
514,962,405,54.400000000000006,3,Web Browsing
515,307,689,16.9,3,Web Browsing
516,35,369,54.6,2,Web Browsing
517,235,783,54.6,3,Web Browsing
518,192,188,36.89999999999999,4,VoIP
519,231,865,54.800000000000004,4,VoIP
520,303,727,54.800000000000004,2,VoIP
521,302,223,20.300000000000004,2,Web Browsing
522,823,95,36.0,3,Web Browsing
523,634,170,55.1,3,VoIP
524,817,598,55.1,2,VoIP
525,211,184,55.2,1,Video Streaming
526,561,387,55.2,5,VoIP
527,294,33,35.2,1,VoIP
528,580,123,18.1,2,Video Streaming
529,8,164,55.5,2,Video Streaming
530,176,519,55.5,5,Web Browsing
531,216,705,55.5,1,Video Streaming
532,85,443,55.800000000000004,1,VoIP
533,161,381,55.800000000000004,5,VoIP
534,945,560,55.800000000000004,3,Web Browsing
535,674,99,55.900000000000006,4,Web Browsing
536,832,87,55.900000000000006,5,VoIP
537,57,9,56.0,3,Web Browsing
538,180,277,56.300000000000004,3,Video Streaming
539,186,324,56.400000000000006,1,VoIP
540,167,243,56.7,4,VoIP
541,848,64,56.7,1,Video Streaming
542,37,586,20.6,3,Video Streaming
543,881,896,56.900000000000006,3,Video Streaming
544,703,220,17.0,3,VoIP
545,839,672,57.0,2,Video Streaming
546,464,416,57.1,4,VoIP
547,837,41,57.1,2,Web Browsing
548,569,833,57.2,1,Web Browsing
549,743,77,57.300000000000004,5,Web Browsing
550,79,972,57.400000000000006,4,Video Streaming
551,498,163,57.400000000000006,5,VoIP
552,876,943,57.400000000000006,4,Video Streaming
553,597,165,15.0,3,Video Streaming
554,404,802,57.6,1,VoIP
555,733,351,57.6,4,Web Browsing
556,130,738,57.7,5,VoIP
557,42,755,39.900000000000006,4,Web Browsing
558,70,951,57.800000000000004,3,VoIP
559,604,607,57.800000000000004,3,VoIP
560,888,205,57.900000000000006,4,VoIP
561,299,589,58.2,5,Video Streaming
562,704,281,58.2,2,Web Browsing
563,745,179,24.300000000000004,4,Video Streaming
564,736,707,58.300000000000004,5,Video Streaming
565,503,26,58.400000000000006,3,VoIP
566,392,357,58.5,5,VoIP
567,477,298,58.5,2,VoIP
568,756,246,58.5,3,Web Browsing
569,953,782,58.5,4,Video Streaming
570,261,442,58.6,2,VoIP
571,474,141,13.100000000000001,2,Web Browsing
572,304,353,58.7,3,Video Streaming
573,801,560,58.7,1,VoIP
574,950,983,59.2,1,Video Streaming
575,23,838,59.400000000000006,2,Web Browsing
576,533,612,59.400000000000006,5,VoIP
577,558,182,32.89999999999999,1,Video Streaming
578,208,78,59.5,1,Web Browsing
579,227,463,59.5,4,VoIP
580,860,597,59.5,4,Video Streaming
581,982,550,59.5,1,VoIP
582,339,531,24.5,5,Video Streaming
583,80,710,59.6,3,Video Streaming
584,54,859,59.7,3,Web Browsing
585,778,65,59.900000000000006,5,Video Streaming
586,826,328,59.900000000000006,3,VoIP
587,530,998,33.2,5,Video Streaming
588,545,19,60.0,4,Video Streaming
589,586,86,60.1,4,VoIP
590,377,786,60.2,3,Video Streaming
591,111,211,60.400000000000006,4,Web Browsing
592,383,468,60.400000000000006,3,Video Streaming
593,613,272,17.6,5,VoIP
594,938,174,60.5,3,VoIP
595,74,979,60.6,2,VoIP
596,247,2,60.7,1,Web Browsing
597,494,518,30.0,3,Web Browsing
598,810,418,60.800000000000004,2,Web Browsing
599,71,787,10.899999999999999,4,Video Streaming
600,238,39,60.900000000000006,1,Web Browsing
601,380,421,15.700000000000003,4,Video Streaming
602,630,848,41.7,3,Web Browsing
603,943,626,61.1,1,Web Browsing
604,676,789,38.400000000000006,4,Video Streaming
605,615,182,61.2,2,VoIP
606,928,803,25.0,1,Web Browsing
607,206,620,61.300000000000004,3,VoIP
608,936,969,61.300000000000004,1,VoIP
609,871,608,61.400000000000006,2,VoIP
610,128,951,20.299999999999997,4,Video Streaming
611,282,598,61.6,5,Video Streaming
612,728,222,32.9,4,VoIP
613,428,234,12.100000000000001,3,Video Streaming
614,536,780,46.2,3,Video Streaming
615,104,724,61.800000000000004,1,VoIP
616,316,642,61.800000000000004,3,Web Browsing
617,433,349,61.800000000000004,4,Web Browsing
618,223,313,62.0,4,Web Browsing
619,540,711,62.0,5,Web Browsing
620,978,356,62.0,4,Web Browsing
621,284,733,62.1,1,Video Streaming
622,373,327,31.3,4,Video Streaming
623,254,977,62.2,1,Video Streaming
624,901,952,35.9,4,VoIP
625,269,834,35.5,5,Web Browsing
626,675,574,22.700000000000003,2,Web Browsing
627,697,383,62.300000000000004,5,Web Browsing
628,802,992,62.300000000000004,4,Web Browsing
629,672,28,62.400000000000006,2,Video Streaming
630,913,486,19.5,4,Video Streaming
631,305,778,22.400000000000006,1,Video Streaming
632,297,648,62.6,4,Web Browsing
633,493,432,62.800000000000004,5,VoIP
634,893,208,62.800000000000004,1,Web Browsing
635,13,262,63.0,1,Video Streaming
636,816,340,63.0,1,Video Streaming
637,836,178,63.0,1,VoIP
638,119,255,15.0,4,Web Browsing
639,730,732,63.2,4,Video Streaming
640,256,825,63.300000000000004,1,Video Streaming
641,382,554,63.300000000000004,4,Video Streaming
642,318,919,63.400000000000006,1,Web Browsing
643,460,301,63.5,4,Video Streaming
644,755,792,63.5,1,Video Streaming
645,861,138,63.5,4,VoIP
646,147,709,23.5,3,Web Browsing
647,55,719,37.2,5,Web Browsing
648,355,159,63.7,1,VoIP
649,499,965,63.7,2,Video Streaming
650,118,157,63.800000000000004,5,Video Streaming
651,698,182,63.900000000000006,4,VoIP
652,531,710,30.700000000000003,1,Web Browsing
653,152,511,64.3,2,Video Streaming
654,445,618,64.3,5,Video Streaming
655,528,163,64.3,5,Video Streaming
656,999,491,64.3,3,Video Streaming
657,198,960,64.4,1,Web Browsing
658,306,139,64.5,4,VoIP
659,722,822,64.5,5,Web Browsing
660,987,78,64.60000000000001,2,Video Streaming
661,401,456,64.7,2,Web Browsing
662,609,385,64.8,1,Video Streaming
663,990,58,64.9,4,Video Streaming
664,76,712,65.0,1,Web Browsing
665,219,521,65.0,5,VoIP
666,482,182,28.300000000000004,1,VoIP
667,21,242,65.2,1,VoIP
668,475,542,65.2,3,Web Browsing
669,706,392,65.2,4,VoIP
670,98,528,65.3,4,Web Browsing
671,277,44,65.5,3,Web Browsing
672,394,730,39.10000000000001,1,Video Streaming
673,673,814,65.60000000000001,3,Web Browsing
674,50,649,65.8,5,Web Browsing
675,72,710,65.8,2,VoIP
676,678,791,65.8,2,Web Browsing
677,19,172,65.9,4,Web Browsing
678,840,506,65.9,3,Video Streaming
679,138,967,66.0,3,VoIP
680,328,893,66.0,1,Web Browsing
681,440,264,66.0,1,VoIP
682,645,807,66.0,2,Web Browsing
683,689,423,66.0,2,Video Streaming
684,112,592,66.10000000000001,5,Web Browsing
685,560,311,66.10000000000001,5,Video Streaming
686,919,898,66.10000000000001,2,VoIP
687,4,112,66.4,4,Web Browsing
688,591,293,66.4,4,Video Streaming
689,905,411,66.4,5,Web Browsing
690,947,535,66.4,5,Web Browsing
691,336,528,10.700000000000003,4,VoIP
692,200,180,66.5,3,Video Streaming
693,608,265,66.60000000000001,2,VoIP
694,869,377,66.60000000000001,2,VoIP
695,144,45,21.099999999999994,5,Video Streaming
696,988,251,67.0,5,Web Browsing
697,191,129,67.10000000000001,4,VoIP
698,267,957,67.2,5,Web Browsing
699,691,833,21.000000000000007,1,Video Streaming
700,449,65,67.3,4,Web Browsing
701,618,364,16.10000000000001,5,Web Browsing
702,854,207,67.5,3,VoIP
703,949,200,67.60000000000001,4,Web Browsing
704,163,603,67.8,2,Video Streaming
